d,o,h,l,c,v
2020/10/27,115.489998,117.279999,114.540001,116.599998,92276800
2020/10/28,115.050003,115.43,111.099998,111.199997,143937800
2020/10/29,112.370003,116.93,112.199997,115.32,146129200
2020/10/30,111.059998,111.989998,107.720001,108.860001,190272600
2020/11/2,109.110001,110.68,107.32,108.769997,122866900
2020/11/3,109.660004,111.489998,108.730003,110.440002,107624400
2020/11/4,114.139999,115.589996,112.349998,114.949997,138235500
2020/11/5,117.949997,119.620003,116.870003,119.029999,126387100
2020/11/6,118.32,119.199997,116.129997,118.690002,114457900
2020/11/9,120.5,121.989998,116.050003,116.32,154515300
2020/11/10,115.550003,117.589996,114.129997,115.970001,138023400
2020/11/11,117.190002,119.629997,116.440002,119.489998,112295000
2020/11/12,119.620003,120.529999,118.57,119.209999,103162300
2020/11/13,119.440002,119.669998,117.870003,119.260002,81581900
2020/11/16,118.919998,120.989998,118.150002,120.300003,91183000
2020/11/17,119.550003,120.669998,118.959999,119.389999,74271000
2020/11/18,118.610001,119.82,118,118.029999,76322100
2020/11/19,117.589996,119.059998,116.809998,118.639999,74113000
2020/11/20,118.639999,118.769997,117.290001,117.339996,73604300
2020/11/23,117.18,117.620003,113.75,113.849998,127959300
2020/11/24,113.910004,115.849998,112.589996,115.169998,113874200
2020/11/25,115.550003,116.75,115.169998,116.029999,76499200
2020/11/27,116.57,117.489998,116.220001,116.589996,46691300
2020/11/30,116.970001,120.970001,116.809998,119.050003,169410200
2020/12/1,121.010002,123.470001,120.010002,122.720001,128166800
2020/12/2,122.019997,123.370003,120.889999,123.080002,89004200
2020/12/3,123.519997,123.779999,122.209999,122.940002,78967600
2020/12/4,122.599998,122.860001,121.519997,122.25,78260400
2020/12/7,122.309998,124.57,122.25,123.75,86712000
2020/12/8,124.370003,124.980003,123.089996,124.379997,82225500
2020/12/9,124.529999,125.949997,121,121.779999,115089200
2020/12/10,120.5,123.870003,120.150002,123.239998,81312200
2020/12/11,122.43,122.760002,120.550003,122.410004,86939800
2020/12/14,122.599998,123.349998,121.540001,121.779999,79184500
2020/12/15,124.339996,127.900002,124.129997,127.879997,157572300
2020/12/16,127.410004,128.369995,126.559998,127.809998,98208600
2020/12/17,128.899994,129.580002,128.039993,128.699997,94359800
2020/12/18,128.960007,129.100006,126.120003,126.660004,192541500
2020/12/21,125.019997,128.309998,123.449997,128.229996,121251600
2020/12/22,131.610001,134.410004,129.649994,131.880005,168904800
2020/12/23,132.160004,132.429993,130.779999,130.960007,88223700
2020/12/24,131.320007,133.460007,131.100006,131.970001,54930100
2020/12/28,133.990005,137.339996,133.509995,136.690002,124486200
2020/12/29,138.050003,138.789993,134.339996,134.869995,121047300
2020/12/30,135.580002,135.990005,133.399994,133.720001,96452100
2020/12/31,134.080002,134.740005,131.720001,132.690002,99116600
